,Week,Genre,Play Share,Total Plays
1031,2008-08-03,Electronic,0.015873015873015872,126
1032,2008-08-17,Metal,0.48148148148148145,27
1033,2008-08-17,other,0.2962962962962963,27
1034,2008-08-17,Rock,0.1111111111111111,27
1035,2008-08-17,Jazz,0.1111111111111111,27
1036,2008-08-24,Rock,0.696969696969697,66
1037,2008-08-24,Indie,0.015151515151515152,66
1038,2008-08-24,Metal,0.045454545454545456,66
1039,2008-08-24,Jazz,0.13636363636363635,66
1040,2008-08-24,Pop,0.015151515151515152,66
1041,2008-08-24,Electronic,0.030303030303030304,66
1042,2008-08-24,folk,0.015151515151515152,66
1043,2008-08-24,other,0.045454545454545456,66
1044,2008-08-31,Jazz,0.36,100
1045,2008-08-31,Metal,0.31,100
1046,2008-08-31,other,0.12,100
1047,2008-08-31,Rock,0.12,100
1048,2008-08-31,folk,0.09,100
1049,2008-09-07,Rock,0.5887323943661972,355
1050,2008-09-07,Metal,0.18028169014084508,355
1051,2008-09-07,Jazz,0.08732394366197183,355
1052,2008-09-07,other,0.05070422535211268,355
1053,2008-09-07,folk,0.056338028169014086,355
1054,2008-09-07,Electronic,0.011267605633802818,355
1055,2008-09-07,Pop,0.008450704225352112,355
1056,2008-09-07,Indie,0.005633802816901409,355
1057,2008-09-07,Hip Hop,0.008450704225352112,355
1058,2008-09-07,Classical,0.0028169014084507044,355
1059,2008-09-14,other,0.27960526315789475,304
1060,2008-09-14,Rock,0.6052631578947368,304
1061,2008-09-14,folk,0.013157894736842105,304
1062,2008-09-14,Jazz,0.06578947368421052,304
1063,2008-09-14,Electronic,0.009868421052631578,304
1064,2008-09-14,Indie,0.003289473684210526,304
1065,2008-09-14,Metal,0.013157894736842105,304
1066,2008-09-14,Pop,0.003289473684210526,304
1067,2008-09-14,Hip Hop,0.006578947368421052,304
1068,2008-09-21,Metal,0.3590733590733591,259
1069,2008-09-21,Rock,0.4362934362934363,259
1070,2008-09-21,other,0.12355212355212356,259
1071,2008-09-21,Jazz,0.07722007722007722,259
1072,2008-09-21,folk,0.003861003861003861,259
1073,2008-09-28,Rock,0.46153846153846156,52
1074,2008-09-28,Jazz,0.36538461538461536,52
1075,2008-09-28,other,0.09615384615384616,52
1076,2008-09-28,Electronic,0.038461538461538464,52
1077,2008-09-28,folk,0.019230769230769232,52
1078,2008-09-28,Metal,0.019230769230769232,52
1079,2008-10-05,Rock,0.6956521739130435,92
1080,2008-10-05,Jazz,0.21739130434782608,92
1081,2008-10-05,other,0.07608695652173914,92
1082,2008-10-05,folk,0.010869565217391304,92
1083,2008-10-12,Metal,0.8271604938271605,81
1084,2008-10-12,Jazz,0.1728395061728395,81
1085,2008-10-19,Hip Hop,0.5,158
1086,2008-10-19,Rock,0.33544303797468356,158
1087,2008-10-19,Metal,0.056962025316455694,158
1088,2008-10-19,other,0.02531645569620253,158
1089,2008-10-19,Jazz,0.08227848101265822,158
1090,2008-10-26,Metal,0.2421875,128
1091,2008-10-26,Hip Hop,0.34375,128
1092,2008-10-26,Jazz,0.1328125,128
1093,2008-10-26,Rock,0.265625,128
1094,2008-10-26,Pop,0.015625,128
1095,2008-11-02,Jazz,0.3611111111111111,252
1096,2008-11-02,Hip Hop,0.373015873015873,252
1097,2008-11-02,Rock,0.13095238095238096,252
1098,2008-11-02,other,0.1349206349206349,252
1099,2008-11-09,Hip Hop,0.2786885245901639,122
1100,2008-11-09,Jazz,0.16393442622950818,122
1101,2008-11-09,Rock,0.2540983606557377,122
1102,2008-11-09,Metal,0.19672131147540983,122
1103,2008-11-09,folk,0.05737704918032787,122
1104,2008-11-09,other,0.03278688524590164,122
1105,2008-11-09,Electronic,0.01639344262295082,122
1106,2008-11-16,Rock,0.3522012578616352,159
1107,2008-11-16,Metal,0.31446540880503143,159
1108,2008-11-16,Jazz,0.15723270440251572,159
1109,2008-11-16,other,0.07547169811320754,159
1110,2008-11-16,Electronic,0.06918238993710692,159
1111,2008-11-16,Classical,0.031446540880503145,159
1112,2008-11-23,Jazz,0.39166666666666666,120
1113,2008-11-23,other,0.225,120
1114,2008-11-23,Rock,0.2833333333333333,120
1115,2008-11-23,folk,0.09166666666666666,120
1116,2008-11-23,Electronic,0.008333333333333333,120
1117,2008-11-30,Jazz,0.5,2
1118,2008-11-30,Rock,0.5,2
1119,2008-12-07,Rock,0.6551724137931034,87
1120,2008-12-07,Jazz,0.3333333333333333,87
1121,2008-12-07,Metal,0.011494252873563218,87
1122,2008-12-14,Metal,0.6140350877192983,57
1123,2008-12-14,Rock,0.14035087719298245,57
1124,2008-12-14,Pop,0.017543859649122806,57
1125,2008-12-14,Jazz,0.10526315789473684,57
1126,2008-12-14,folk,0.03508771929824561,57
1127,2008-12-14,other,0.07017543859649122,57
1128,2008-12-14,Hip Hop,0.017543859649122806,57
1129,2008-12-21,other,0.17692307692307693,130
1130,2008-12-21,Rock,0.4230769230769231,130
1131,2008-12-21,Jazz,0.2230769230769231,130
1132,2008-12-21,Electronic,0.05384615384615385,130
1133,2008-12-21,Hip Hop,0.03076923076923077,130
1134,2008-12-21,Pop,0.007692307692307693,130
1135,2008-12-21,Indie,0.015384615384615385,130
1136,2008-12-21,Metal,0.038461538461538464,130
1137,2008-12-21,folk,0.03076923076923077,130
1138,2008-12-28,Jazz,1.0,1
1139,2009-01-04,Jazz,0.7132352941176471,136
1140,2009-01-04,Rock,0.15441176470588236,136
1141,2009-01-04,Metal,0.1323529411764706,136
1142,2009-01-11,Metal,0.3356164383561644,146
1143,2009-01-11,Rock,0.23972602739726026,146
1144,2009-01-11,Jazz,0.23972602739726026,146
1145,2009-01-11,folk,0.18493150684931506,146
1146,2009-01-18,Rock,0.7586206896551724,87
1147,2009-01-18,other,0.12643678160919541,87
1148,2009-01-18,Electronic,0.11494252873563218,87
1149,2009-01-25,other,0.40559440559440557,143
1150,2009-01-25,Rock,0.26573426573426573,143
1151,2009-01-25,Jazz,0.2727272727272727,143
1152,2009-01-25,Classical,0.04895104895104895,143
1153,2009-01-25,folk,0.006993006993006993,143
1154,2009-02-01,Rock,0.5847457627118644,236
1155,2009-02-01,Jazz,0.17372881355932204,236
1156,2009-02-01,Metal,0.11864406779661017,236
1157,2009-02-01,other,0.1228813559322034,236
1158,2009-02-08,Metal,0.563953488372093,172
1159,2009-02-08,Rock,0.1686046511627907,172
1160,2009-02-08,Electronic,0.029069767441860465,172
1161,2009-02-08,folk,0.01744186046511628,172
1162,2009-02-08,other,0.05813953488372093,172
1163,2009-02-08,Jazz,0.14534883720930233,172
1164,2009-02-08,Indie,0.005813953488372093,172
1165,2009-02-08,Pop,0.011627906976744186,172
1166,2009-02-15,Rock,0.8699186991869918,123
1167,2009-02-15,Metal,0.10569105691056911,123
1168,2009-02-15,other,0.024390243902439025,123
1169,2009-02-22,Rock,0.5555555555555556,180
1170,2009-02-22,folk,0.13333333333333333,180
1171,2009-02-22,Jazz,0.13333333333333333,180
1172,2009-02-22,other,0.11666666666666667,180
1173,2009-02-22,Metal,0.03333333333333333,180
1174,2009-02-22,Electronic,0.005555555555555556,180
1175,2009-02-22,Pop,0.011111111111111112,180
1176,2009-02-22,Hip Hop,0.011111111111111112,180
1177,2009-03-01,Rock,0.23448275862068965,145
1178,2009-03-01,Jazz,0.3931034482758621,145
1179,2009-03-01,other,0.2482758620689655,145
1180,2009-03-01,Metal,0.06896551724137931,145
1181,2009-03-01,Classical,0.05517241379310345,145
1182,2009-03-08,other,0.4,55
1183,2009-03-08,Classical,0.21818181818181817,55
1184,2009-03-08,Rock,0.21818181818181817,55
1185,2009-03-08,Jazz,0.09090909090909091,55
1186,2009-03-08,Electronic,0.01818181818181818,55
1187,2009-03-08,Hip Hop,0.01818181818181818,55
1188,2009-03-08,Pop,0.03636363636363636,55
1189,2009-03-15,Jazz,0.46218487394957986,119
1190,2009-03-15,Rock,0.3949579831932773,119
1191,2009-03-15,other,0.13445378151260504,119
1192,2009-03-15,folk,0.008403361344537815,119
1193,2009-03-22,Jazz,0.5462184873949579,238
1194,2009-03-22,Rock,0.35714285714285715,238
1195,2009-03-22,other,0.09663865546218488,238
1196,2009-03-29,other,0.16447368421052633,152
1197,2009-03-29,Rock,0.3684210526315789,152
1198,2009-03-29,Jazz,0.3355263157894737,152
1199,2009-03-29,Metal,0.06578947368421052,152
1200,2009-03-29,Pop,0.06578947368421052,152
1201,2009-04-05,Rock,0.9657534246575342,146
1202,2009-04-05,Jazz,0.0136986301369863,146
1203,2009-04-05,other,0.0136986301369863,146
1204,2009-04-05,Pop,0.00684931506849315,146
1205,2009-04-12,Rock,0.8292682926829268,82
1206,2009-04-12,other,0.13414634146341464,82
1207,2009-04-12,Electronic,0.024390243902439025,82
1208,2009-04-12,Metal,0.012195121951219513,82
1209,2009-04-19,other,0.7954545454545454,44
1210,2009-04-19,Rock,0.18181818181818182,44
1211,2009-04-19,Hip Hop,0.022727272727272728,44
1212,2009-04-26,other,0.28695652173913044,115
1213,2009-04-26,Metal,0.3130434782608696,115
1214,2009-04-26,Rock,0.2956521739130435,115
1215,2009-04-26,Pop,0.0782608695652174,115
1216,2009-04-26,Jazz,0.017391304347826087,115
1217,2009-04-26,Indie,0.008695652173913044,115
1218,2009-05-03,Jazz,0.35714285714285715,84
1219,2009-05-03,Rock,0.47619047619047616,84
1220,2009-05-03,folk,0.03571428571428571,84
1221,2009-05-03,Indie,0.023809523809523808,84
1222,2009-05-03,Electronic,0.011904761904761904,84
1223,2009-05-03,other,0.05952380952380952,84
1224,2009-05-03,Pop,0.023809523809523808,84
1225,2009-05-03,Metal,0.011904761904761904,84
1226,2009-05-10,Hip Hop,0.6121673003802282,263
1227,2009-05-10,Rock,0.35361216730038025,263
1228,2009-05-10,Jazz,0.030418250950570342,263
1229,2009-05-10,Metal,0.0038022813688212928,263
1230,2009-05-17,Hip Hop,0.4185022026431718,227
1231,2009-05-17,other,0.20704845814977973,227
1232,2009-05-17,Metal,0.07488986784140969,227
1233,2009-05-17,Jazz,0.10572687224669604,227
1234,2009-05-17,Rock,0.18061674008810572,227
1235,2009-05-17,Electronic,0.00881057268722467,227
1236,2009-05-17,Pop,0.004405286343612335,227
1237,2009-05-24,Hip Hop,0.7587719298245614,228
1238,2009-05-24,Rock,0.18859649122807018,228
1239,2009-05-24,Jazz,0.05263157894736842,228
1240,2009-05-31,Rock,0.8214285714285714,84
1241,2009-05-31,Electronic,0.023809523809523808,84
1242,2009-05-31,Jazz,0.08333333333333333,84
1243,2009-05-31,Metal,0.023809523809523808,84
1244,2009-05-31,other,0.03571428571428571,84
1245,2009-05-31,folk,0.011904761904761904,84
1246,2009-06-14,Rock,0.9736842105263158,76
1247,2009-06-14,Jazz,0.02631578947368421,76
1248,2009-06-21,Rock,1.0,29
1249,2009-07-05,Rock,0.4857142857142857,35
1250,2009-07-05,Electronic,0.08571428571428572,35
1251,2009-07-05,Indie,0.02857142857142857,35
1252,2009-07-05,Jazz,0.14285714285714285,35
1253,2009-07-05,other,0.2,35
1254,2009-07-05,Pop,0.02857142857142857,35
1255,2009-07-05,folk,0.02857142857142857,35
1256,2009-07-12,other,0.5,48
1257,2009-07-12,Metal,0.08333333333333333,48
1258,2009-07-12,Jazz,0.10416666666666667,48
1259,2009-07-12,Pop,0.0625,48
1260,2009-07-12,Rock,0.10416666666666667,48
1261,2009-07-12,Electronic,0.0625,48
1262,2009-07-12,Indie,0.0625,48
1263,2009-07-12,folk,0.020833333333333332,48
1264,2009-07-19,Rock,1.0,1
1265,2009-08-16,Jazz,0.875,8
1266,2009-08-16,Rock,0.125,8
1267,2009-09-06,Metal,0.18055555555555555,72
1268,2009-09-06,Jazz,0.18055555555555555,72
1269,2009-09-06,Rock,0.375,72
1270,2009-09-06,Electronic,0.027777777777777776,72
1271,2009-09-06,other,0.16666666666666666,72
1272,2009-09-06,Indie,0.013888888888888888,72
1273,2009-09-06,Pop,0.041666666666666664,72
1274,2009-09-06,folk,0.013888888888888888,72
1275,2009-09-20,Rock,0.5454545454545454,11
1276,2009-09-20,folk,0.18181818181818182,11
1277,2009-09-20,Metal,0.09090909090909091,11
1278,2009-09-20,Jazz,0.18181818181818182,11
1279,2009-09-27,Hip Hop,0.0778816199376947,321
1280,2009-09-27,Metal,0.06230529595015576,321
1281,2009-09-27,Rock,0.48598130841121495,321
1282,2009-09-27,other,0.13395638629283488,321
1283,2009-09-27,Jazz,0.16822429906542055,321
1284,2009-09-27,Electronic,0.024922118380062305,321
1285,2009-09-27,Pop,0.012461059190031152,321
1286,2009-09-27,Indie,0.012461059190031152,321
1287,2009-09-27,folk,0.021806853582554516,321
1288,2009-10-04,Hip Hop,0.22321428571428573,112
1289,2009-10-04,Rock,0.26785714285714285,112
1290,2009-10-04,Jazz,0.5,112
1291,2009-10-04,Electronic,0.008928571428571428,112
1292,2009-10-11,Rock,1.0,154
1293,2009-10-18,Rock,1.0,9
1294,2009-10-25,other,0.3076923076923077,26
1295,2009-10-25,Metal,0.07692307692307693,26
1296,2009-10-25,Jazz,0.23076923076923078,26
1297,2009-10-25,Rock,0.2692307692307692,26
1298,2009-10-25,Pop,0.038461538461538464,26
1299,2009-10-25,folk,0.038461538461538464,26
1300,2009-10-25,Electronic,0.038461538461538464,26
1301,2009-11-01,Rock,1.0,2
1302,2009-11-08,Jazz,0.37222222222222223,180
1303,2009-11-08,Rock,0.37777777777777777,180
1304,2009-11-08,Metal,0.044444444444444446,180
1305,2009-11-08,other,0.10555555555555556,180
1306,2009-11-08,folk,0.027777777777777776,180
1307,2009-11-08,Electronic,0.027777777777777776,180
1308,2009-11-08,Pop,0.022222222222222223,180
1309,2009-11-08,Indie,0.005555555555555556,180
1310,2009-11-08,Hip Hop,0.016666666666666666,180
1311,2009-11-15,Rock,0.4117647058823529,34
1312,2009-11-15,Jazz,0.29411764705882354,34
1313,2009-11-15,other,0.2647058823529412,34
1314,2009-11-15,folk,0.029411764705882353,34
1315,2009-11-22,Rock,0.42735042735042733,117
1316,2009-11-22,Hip Hop,0.08547008547008547,117
1317,2009-11-22,Metal,0.11965811965811966,117
1318,2009-11-22,Jazz,0.1623931623931624,117
1319,2009-11-22,Pop,0.05982905982905983,117
1320,2009-11-22,other,0.10256410256410256,117
1321,2009-11-22,Indie,0.02564102564102564,117
1322,2009-11-22,folk,0.017094017094017096,117
1323,2009-12-06,Jazz,0.9666666666666667,30
1324,2009-12-06,other,0.03333333333333333,30
1325,2010-01-03,Metal,0.30434782608695654,69
1326,2010-01-03,Jazz,0.37681159420289856,69
1327,2010-01-03,Rock,0.18840579710144928,69
1328,2010-01-03,other,0.07246376811594203,69
1329,2010-01-03,Hip Hop,0.043478260869565216,69
1330,2010-01-03,folk,0.014492753623188406,69
1331,2010-01-10,Rock,0.2978723404255319,47
1332,2010-01-10,other,0.2127659574468085,47
1333,2010-01-10,folk,0.06382978723404255,47
1334,2010-01-10,Jazz,0.2553191489361702,47
1335,2010-01-10,Metal,0.1276595744680851,47
1336,2010-01-10,Indie,0.02127659574468085,47
1337,2010-01-10,Electronic,0.02127659574468085,47
1338,2010-01-17,Rock,1.0,1
1339,2010-01-31,Jazz,0.33116883116883117,154
1340,2010-01-31,Metal,0.2012987012987013,154
1341,2010-01-31,Hip Hop,0.11688311688311688,154
1342,2010-01-31,Rock,0.22727272727272727,154
1343,2010-01-31,other,0.07792207792207792,154
1344,2010-01-31,Pop,0.01948051948051948,154
1345,2010-01-31,folk,0.006493506493506494,154
1346,2010-01-31,Electronic,0.012987012987012988,154
1347,2010-01-31,Indie,0.006493506493506494,154
1348,2010-02-07,Hip Hop,0.125,104
1349,2010-02-07,Jazz,0.22115384615384615,104
1350,2010-02-07,Metal,0.20192307692307693,104
1351,2010-02-07,Rock,0.27884615384615385,104
1352,2010-02-07,other,0.125,104
1353,2010-02-07,Pop,0.019230769230769232,104
1354,2010-02-07,Indie,0.009615384615384616,104
1355,2010-02-07,Electronic,0.019230769230769232,104
1356,2010-02-14,Hip Hop,0.08421052631578947,95
1357,2010-02-14,Jazz,0.22105263157894736,95
1358,2010-02-14,Rock,0.29473684210526313,95
1359,2010-02-14,Metal,0.09473684210526316,95
1360,2010-02-14,folk,0.12631578947368421,95
1361,2010-02-14,Electronic,0.031578947368421054,95
1362,2010-02-14,other,0.12631578947368421,95
1363,2010-02-14,Pop,0.021052631578947368,95
1364,2010-02-21,Pop,0.21052631578947367,38
1365,2010-02-21,Hip Hop,0.21052631578947367,38
1366,2010-02-21,Jazz,0.2631578947368421,38
1367,2010-02-21,Rock,0.23684210526315788,38
1368,2010-02-21,other,0.07894736842105263,38
1369,2010-02-28,Hip Hop,1.0,12
1370,2010-03-07,Hip Hop,0.14634146341463414,82
1371,2010-03-07,Rock,0.3902439024390244,82
1372,2010-03-07,Metal,0.07317073170731707,82
1373,2010-03-07,other,0.10975609756097561,82
1374,2010-03-07,Jazz,0.25609756097560976,82
1375,2010-03-07,folk,0.012195121951219513,82
1376,2010-03-07,Classical,0.012195121951219513,82
1377,2010-03-14,folk,0.6923076923076923,13
1378,2010-03-14,Jazz,0.15384615384615385,13
1379,2010-03-14,Metal,0.07692307692307693,13
1380,2010-03-14,Hip Hop,0.07692307692307693,13
1381,2010-03-21,Hip Hop,1.0,5
1382,2010-03-28,Metal,1.0,2
1383,2010-04-04,Metal,0.21739130434782608,92
1384,2010-04-04,Rock,0.2608695652173913,92
1385,2010-04-04,Jazz,0.31521739130434784,92
1386,2010-04-04,Indie,0.03260869565217391,92
1387,2010-04-04,other,0.15217391304347827,92
1388,2010-04-04,folk,0.010869565217391304,92
1389,2010-04-04,Electronic,0.010869565217391304,92
1390,2010-04-11,Hip Hop,0.28365384615384615,208
1391,2010-04-11,Rock,0.40384615384615385,208
1392,2010-04-11,Metal,0.052884615384615384,208
1393,2010-04-11,Jazz,0.16346153846153846,208
1394,2010-04-11,other,0.08173076923076923,208
1395,2010-04-11,Indie,0.009615384615384616,208
1396,2010-04-11,Electronic,0.004807692307692308,208
1397,2010-04-25,Hip Hop,0.36363636363636365,11
1398,2010-04-25,Rock,0.2727272727272727,11
1399,2010-04-25,Jazz,0.18181818181818182,11
1400,2010-04-25,Metal,0.09090909090909091,11
1401,2010-04-25,Pop,0.09090909090909091,11
1402,2010-05-02,Rock,0.29577464788732394,71
1403,2010-05-02,other,0.23943661971830985,71
1404,2010-05-02,Jazz,0.3380281690140845,71
1405,2010-05-02,Electronic,0.04225352112676056,71
1406,2010-05-02,Metal,0.028169014084507043,71
1407,2010-05-02,folk,0.028169014084507043,71
1408,2010-05-02,Pop,0.014084507042253521,71
1409,2010-05-02,Hip Hop,0.014084507042253521,71
1410,2010-05-09,Jazz,0.7395833333333334,96
1411,2010-05-09,Hip Hop,0.125,96
1412,2010-05-09,other,0.0625,96
1413,2010-05-09,Electronic,0.03125,96
1414,2010-05-09,Metal,0.010416666666666666,96
1415,2010-05-09,Rock,0.020833333333333332,96
1416,2010-05-09,Pop,0.010416666666666666,96
1417,2010-05-16,Jazz,0.5357142857142857,28
1418,2010-05-16,other,0.32142857142857145,28
1419,2010-05-16,Metal,0.07142857142857142,28
1420,2010-05-16,Classical,0.07142857142857142,28
1421,2010-07-04,Rock,0.39285714285714285,28
1422,2010-07-04,other,0.25,28
1423,2010-07-04,Jazz,0.17857142857142858,28
1424,2010-07-04,Hip Hop,0.10714285714285714,28
1425,2010-07-04,Pop,0.03571428571428571,28
1426,2010-07-04,folk,0.03571428571428571,28
1427,2010-07-11,Jazz,0.4984126984126984,315
1428,2010-07-11,other,0.1365079365079365,315
1429,2010-07-11,Rock,0.23174603174603176,315
1430,2010-07-11,Metal,0.025396825396825397,315
1431,2010-07-11,Electronic,0.044444444444444446,315
1432,2010-07-11,Hip Hop,0.025396825396825397,315
1433,2010-07-11,folk,0.025396825396825397,315
1434,2010-07-11,Pop,0.006349206349206349,315
1435,2010-07-11,Indie,0.006349206349206349,315
1436,2010-07-18,Rock,0.29464285714285715,112
1437,2010-07-18,folk,0.36607142857142855,112
1438,2010-07-18,Metal,0.044642857142857144,112
1439,2010-07-18,other,0.13392857142857142,112
1440,2010-07-18,Electronic,0.017857142857142856,112
1441,2010-07-18,Hip Hop,0.026785714285714284,112
1442,2010-07-18,Jazz,0.10714285714285714,112
1443,2010-07-18,Indie,0.008928571428571428,112
1444,2010-07-25,Hip Hop,0.11016949152542373,118
1445,2010-07-25,Rock,0.3559322033898305,118
1446,2010-07-25,Pop,0.05084745762711865,118
1447,2010-07-25,Jazz,0.22033898305084745,118
1448,2010-07-25,other,0.1271186440677966,118
1449,2010-07-25,folk,0.07627118644067797,118
1450,2010-07-25,Metal,0.03389830508474576,118
1451,2010-07-25,Electronic,0.00847457627118644,118
1452,2010-07-25,Indie,0.01694915254237288,118
1453,2010-08-01,Jazz,0.5909090909090909,22
1454,2010-08-01,Rock,0.18181818181818182,22
1455,2010-08-01,other,0.18181818181818182,22
1456,2010-08-01,Classical,0.045454545454545456,22
1457,2010-08-15,Jazz,0.3333333333333333,21
1458,2010-08-15,folk,0.19047619047619047,21
1459,2010-08-15,Rock,0.19047619047619047,21
1460,2010-08-15,Hip Hop,0.047619047619047616,21
1461,2010-08-15,Metal,0.047619047619047616,21
1462,2010-08-15,other,0.09523809523809523,21
1463,2010-08-15,Indie,0.047619047619047616,21
1464,2010-08-15,Electronic,0.047619047619047616,21
1465,2010-08-29,Hip Hop,0.2696629213483146,89
1466,2010-08-29,Rock,0.25842696629213485,89
1467,2010-08-29,other,0.15730337078651685,89
1468,2010-08-29,Metal,0.056179775280898875,89
1469,2010-08-29,Jazz,0.14606741573033707,89
1470,2010-08-29,Electronic,0.0449438202247191,89
1471,2010-08-29,folk,0.02247191011235955,89
1472,2010-08-29,Indie,0.02247191011235955,89
1473,2010-08-29,Pop,0.02247191011235955,89
1474,2010-09-05,Metal,0.2127659574468085,94
1475,2010-09-05,Hip Hop,0.20212765957446807,94
1476,2010-09-05,other,0.18085106382978725,94
1477,2010-09-05,Jazz,0.14893617021276595,94
1478,2010-09-05,Rock,0.1702127659574468,94
1479,2010-09-05,Pop,0.010638297872340425,94
1480,2010-09-05,Electronic,0.06382978723404255,94
1481,2010-09-05,folk,0.010638297872340425,94
1482,2010-09-12,other,0.2222222222222222,72
1483,2010-09-12,Jazz,0.6944444444444444,72
1484,2010-09-12,Electronic,0.013888888888888888,72
1485,2010-09-12,Hip Hop,0.013888888888888888,72
1486,2010-09-12,folk,0.013888888888888888,72
1487,2010-09-12,Metal,0.013888888888888888,72
1488,2010-09-12,Rock,0.027777777777777776,72
1489,2010-09-19,other,0.20754716981132076,53
1490,2010-09-19,Electronic,0.09433962264150944,53
1491,2010-09-19,Hip Hop,0.09433962264150944,53
1492,2010-09-19,Jazz,0.4716981132075472,53
1493,2010-09-19,Rock,0.09433962264150944,53
1494,2010-09-19,Indie,0.018867924528301886,53
1495,2010-09-19,folk,0.018867924528301886,53
1496,2010-10-03,Hip Hop,0.42857142857142855,7
1497,2010-10-03,Rock,0.2857142857142857,7
1498,2010-10-03,Jazz,0.14285714285714285,7
1499,2010-10-03,Metal,0.14285714285714285,7
1500,2010-10-10,Rock,0.7878787878787878,33
1501,2010-10-10,Pop,0.06060606060606061,33
1502,2010-10-10,Metal,0.030303030303030304,33
1503,2010-10-10,other,0.06060606060606061,33
1504,2010-10-10,Indie,0.030303030303030304,33
1505,2010-10-10,folk,0.030303030303030304,33
1506,2010-10-17,Jazz,0.4069767441860465,86
1507,2010-10-17,other,0.3023255813953488,86
1508,2010-10-17,Rock,0.1744186046511628,86
1509,2010-10-17,Pop,0.03488372093023256,86
1510,2010-10-17,Hip Hop,0.011627906976744186,86
1511,2010-10-17,Metal,0.03488372093023256,86
1512,2010-10-17,folk,0.023255813953488372,86
1513,2010-10-17,Electronic,0.011627906976744186,86
1514,2010-10-24,Electronic,0.7037037037037037,54
1515,2010-10-24,other,0.2962962962962963,54
1516,2010-10-31,Indie,1.0,11
1517,2010-11-07,Hip Hop,0.5,38
1518,2010-11-07,Metal,0.05263157894736842,38
1519,2010-11-07,Rock,0.2631578947368421,38
1520,2010-11-07,other,0.02631578947368421,38
1521,2010-11-07,Jazz,0.15789473684210525,38
1522,2010-11-14,Hip Hop,0.13432835820895522,67
1523,2010-11-14,Jazz,0.23880597014925373,67
1524,2010-11-14,Rock,0.29850746268656714,67
1525,2010-11-14,other,0.11940298507462686,67
1526,2010-11-14,Indie,0.04477611940298507,67
1527,2010-11-14,folk,0.07462686567164178,67
1528,2010-11-14,Electronic,0.04477611940298507,67
1529,2010-11-14,Metal,0.029850746268656716,67
1530,2010-11-14,Pop,0.014925373134328358,67
1531,2010-11-21,other,0.5,38
1532,2010-11-21,Electronic,0.2894736842105263,38
1533,2010-11-21,Hip Hop,0.10526315789473684,38
1534,2010-11-21,Rock,0.10526315789473684,38
1535,2010-11-28,Hip Hop,0.21153846153846154,52
1536,2010-11-28,Jazz,0.34615384615384615,52
1537,2010-11-28,Rock,0.21153846153846154,52
1538,2010-11-28,other,0.1346153846153846,52
1539,2010-11-28,Metal,0.038461538461538464,52
1540,2010-11-28,folk,0.057692307692307696,52
1541,2010-12-19,Jazz,0.3684210526315789,57
1542,2010-12-19,Rock,0.3508771929824561,57
1543,2010-12-19,folk,0.03508771929824561,57
1544,2010-12-19,other,0.10526315789473684,57
1545,2010-12-19,Metal,0.08771929824561403,57
1546,2010-12-19,Electronic,0.017543859649122806,57
1547,2010-12-19,Pop,0.017543859649122806,57
1548,2010-12-19,Hip Hop,0.017543859649122806,57
1549,2010-12-26,Hip Hop,0.0975609756097561,41
1550,2010-12-26,Rock,0.3170731707317073,41
1551,2010-12-26,Jazz,0.3170731707317073,41
1552,2010-12-26,other,0.0975609756097561,41
1553,2010-12-26,Pop,0.07317073170731707,41
1554,2010-12-26,folk,0.04878048780487805,41
1555,2010-12-26,Metal,0.024390243902439025,41
1556,2010-12-26,Electronic,0.024390243902439025,41
1557,2011-01-02,Jazz,0.2903225806451613,31
1558,2011-01-02,other,0.1935483870967742,31
1559,2011-01-02,Rock,0.3225806451612903,31
1560,2011-01-02,Hip Hop,0.06451612903225806,31
1561,2011-01-02,Metal,0.03225806451612903,31
1562,2011-01-02,folk,0.03225806451612903,31
1563,2011-01-02,Indie,0.06451612903225806,31
1564,2011-01-09,Jazz,0.36,25
1565,2011-01-09,Hip Hop,0.2,25
1566,2011-01-09,folk,0.32,25
1567,2011-01-09,other,0.04,25
1568,2011-01-09,Rock,0.08,25
1569,2011-01-16,folk,0.0967741935483871,31
1570,2011-01-16,Jazz,0.41935483870967744,31
1571,2011-01-16,Hip Hop,0.03225806451612903,31
1572,2011-01-16,Rock,0.2903225806451613,31
1573,2011-01-16,Metal,0.03225806451612903,31
1574,2011-01-16,other,0.06451612903225806,31
1575,2011-01-16,Pop,0.03225806451612903,31
1576,2011-01-16,Electronic,0.03225806451612903,31
1577,2011-01-23,Jazz,0.8444444444444444,45
1578,2011-01-23,Rock,0.15555555555555556,45
1579,2011-01-30,Rock,0.7222222222222222,18
1580,2011-01-30,Classical,0.2222222222222222,18
1581,2011-01-30,other,0.05555555555555555,18
1582,2011-02-06,other,0.46,50
1583,2011-02-06,Jazz,0.48,50
1584,2011-02-06,Electronic,0.02,50
1585,2011-02-06,Pop,0.02,50
1586,2011-02-06,Rock,0.02,50
1587,2011-02-13,Jazz,0.275,40
1588,2011-02-13,Rock,0.575,40
1589,2011-02-13,other,0.025,40
1590,2011-02-13,folk,0.025,40
1591,2011-02-13,Metal,0.075,40
1592,2011-02-13,Indie,0.025,40
1593,2011-02-20,Rock,0.7586206896551724,87
1594,2011-02-20,Metal,0.13793103448275862,87
1595,2011-02-20,Jazz,0.09195402298850575,87
1596,2011-02-20,other,0.011494252873563218,87
1597,2011-02-27,Metal,0.14705882352941177,34
